Joshua Project People Group Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROG3;Ctry;PeopleID3;ROP3;PeopNameAcrossCountries;PeopNameInCountry;Population;JPScale;LeastReached;Frontier;ROL3;PrimaryLanguageName;BibleStatus;RLG3;PrimaryReligion;PercentAdherents;PctChristianRange;PercentEvangelical;PctEvangelicalRange;ROP1;PeopleID1;AffinityBloc;PeopleID2;ROP2;PeopleCluster;RegionCode;RegionName;ROG2;Continent;10_40Window;CountOfCountries;IndigenousCode;WorkersNeeded;Latitude;Longitude
CM;Cameroon;11618;102727;Dowayayo;Dowayayo, Namshi;55000;2;N;N;dow;Doyayo;4;4;Ethnic Religions;26;10-50%;2;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;8.61989;13.089
CM;Cameroon;11622;102735;Duala;Duala, Uli;291000;5;N;N;dua;Duala;5;1;Christianity;76;50-100%;14;10-50%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.17282;9.59421
CM;Cameroon;11629;102747;Dugun, Saa;Dugun, Saa;15000;4;N;N;ndu;Dugun;3;1;Christianity;46.8;10-50%;5;2-5%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;8.38982;13.40769
CM;Cameroon;11632;102750;Dugwor;Dugwor;10000;2;N;N;dme;Dugwor;2;6;Islam;25;10-50%;0.1;0-0.1%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.74965;14.21546
CM;Cameroon;11639;102762;Dumbule;Dumbule;200;2;N;N;mlb;Mbule;2;1;Christianity;50;10-50%;1;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.50406;10.99442
CM;Cameroon;11662;102793;Duupa;Duupa;13000;4;N;N;dae;Duupa;3;6;Islam;40;10-50%;5;2-5%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;8.54526;13.44687
CM;Cameroon;10157;100060;Dzodinka;Dzodinka;5000;3;N;N;add;Lidzonka;3;1;Christianity;62;50-100%;0.4;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.70986;10.88863
CM;Cameroon;11715;102872;Efai;Efai;1300;4;N;N;efa;Efai;2;1;Christianity;94;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;N;;3.817383;11.485502
CM;Cameroon;11717;102874;Efik;Efik, Calabari;19000;5;N;N;efi;Efik;5;1;Christianity;62;50-100%;16;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;3;N;;5.712179002;8.953033031
CM;Cameroon;11728;102887;Ejagham;Ejagham, Ekoi;106000;5;N;N;etu;Ejagham;4;1;Christianity;74;50-100%;12;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;5.60485;9.10334
CM;Cameroon;11748;102909;Eman;Eman;2100;3;N;N;emn;Eman;1;1;Christianity;62;50-100%;0.3;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.22164;9.70254
CM;Cameroon;19208;101861;English-Speaking, general;English-speaking, general;6600;4;N;N;eng;English;5;1;Christianity;65;50-100%;8;5-10%;A009;18;North American Peoples;109;C0011;Anglo-American;8;Africa, West and Central;AFR;Africa;N;8;N;;6.35467;10.33948
CM;Cameroon;10174;100105;Esimbi;Esimbi;31000;5;N;N;ags;Esimbi;4;4;Ethnic Religions;25;10-50%;20;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.50469;9.8546
CM;Cameroon;11160;102961;Eton;Eton;418000;4;N;N;eto;Eton (Cameroon);3;1;Christianity;74;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.19614;11.40693
CM;Cameroon;11166;102968;Evand;Evand;2200;3;N;N;bzz;Evant;2;1;Christianity;66;50-100%;0.5;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.22728;9.41846
CM;Cameroon;11170;102975;Ewondo;Ewondo, Beti;2299000;5;N;N;ewo;Ewondo;5;1;Christianity;71;50-100%;21.496;10-50%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;3.16141;11.63646
CM;Cameroon;10632;100941;Fali, Bana;Fali;37000;4;N;N;bcw;Bana;4;4;Ethnic Religions;12;10-50%;4;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.3554;13.6189
CM;Cameroon;11182;102990;Fali of Jilbu;Fali of Jibu;300;4;N;N;ziz;Zizilivakan;2;1;Christianity;75;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.37399;13.54067
CM;Cameroon;13981;107401;Fali, North;Fali, North;53000;1;Y;N;fll;Fali, North;3;6;Islam;3;2-5%;2;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;1;9.92232;13.66252
CM;Cameroon;11183;102991;Fali, South;Fali, South;66000;2;N;N;fal;Fali, South;4;6;Islam;12;10-50%;1.5;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;9.4932;13.62491
CM;Cameroon;19661;115095;Fang, Benjube Fenga;Fang, Benjube Fenga;5700;4;N;N;fak;Fang (Cameroon);1;1;Christianity;61;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.54575;10.31349
CM;Cameroon;11187;102997;Fang, Pangwe;Fang, Ntum;211000;4;N;N;fan;Fang (Equatorial Guinea);5;1;Christianity;74;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;5;Y;;3.223407217;11.69954685
CM;Cameroon;11234;103059;French;French;49000;3;N;N;fra;French;5;1;Christianity;59;50-100%;0.3;0.1-2%;A003;12;Eurasian Peoples;172;C0076;French;8;Africa, West and Central;AFR;Africa;N;82;N;;4.786230156;9.419897905
CM;Cameroon;11774;103079;Fulani, Adamawa;Fulani, Adamawa;2938000;1;Y;Y;fub;Fulfulde, Adamawa;5;6;Islam;0.05;0-0.1%;0.05;0-0.1%;A013;22;Sub-Saharan Peoples;173;C0077;Fulani / Fulbe;8;Africa, West and Central;AFR;Africa;N;6;Y;59;10.657325;14.410148
CM;Cameroon;10949;101622;Fulani, Nigerian;Fulani, Nigerian;93000;1;Y;Y;fuv;Fulfulde, Nigerian;4;6;Islam;0.05;0-0.1%;0.04;0-0.1%;A013;22;Sub-Saharan Peoples;173;C0077;Fulani / Fulbe;8;Africa, West and Central;AFR;Africa;N;3;N;2;11.70559;14.81338
CM;Cameroon;11875;103311;Fulbe-Gey;Fulbe-Gey;4600;1;Y;N;fub;Fulfulde, Adamawa;5;6;Islam;0.2;0.1-2%;0.1;0-0.1%;A013;22;Sub-Saharan Peoples;173;C0077;Fulani / Fulbe;8;Africa, West and Central;AFR;Africa;N;1;Y;1;9.287751215;13.39691603
CM;Cameroon;11781;103088;Fut;Fut, Bafut;151000;4;N;N;bfd;Bafut;4;1;Christianity;74;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.13677;10.13318
CM;Cameroon;11831;103250;Gavar;Gavar;22000;2;N;N;gou;Gavar;4;6;Islam;8;5-10%;1.8;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.55912;13.82218
CM;Cameroon;19813;115015;Gbaya, Mbadomo;Gbaya, Mbadomo;38000;3;N;N;gmm;Gbaya-Mbodomo;3;1;Christianity;62;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.77766;14.34221
CM;Cameroon;10742;101166;Gbaya, Northwest;Gbaya, Northwest;220000;5;N;N;gya;Gbaya, Northwest;5;1;Christianity;63;50-100%;20;10-50%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;4;N;;6.13273;13.94242
CM;Cameroon;11846;103273;Gbaya-Mum;Gbaya-Mum;8100;4;N;N;gya;Gbaya, Northwest;5;1;Christianity;61;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.13273;13.94242
CM;Cameroon;11886;103359;Gidar;Gidar;179000;4;N;N;gid;Gidar;5;6;Islam;25;10-50%;6;5-10%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;9.95349;14.00268
CM;Cameroon;11898;103377;Gimme;Gimme, Kompara;10000;2;N;N;kmp;Gimme;3;6;Islam;15;10-50%;2;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;8.57896;12.66834
CM;Cameroon;11899;103378;Gimnime;Gimnime, Kadam;9500;2;N;N;gmn;Gimnime;3;6;Islam;15;10-50%;2;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;8.59578;12.77921
CM;Cameroon;13982;107402;Giziga, North;Giziga, North;67000;4;N;N;gis;Giziga, North;3;1;Christianity;59;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.6888;14.22968
CM;Cameroon;15014;109445;Giziga, South;Giziga, South;154000;1;Y;N;giz;Giziga;5;4;Ethnic Religions;5;2-5%;1.3;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;3;10.31267;14.17784
CM;Cameroon;11908;103392;Glavda;Glavda;9600;4;N;N;glw;Glavda;3;4;Ethnic Religions;35;10-50%;10;5-10%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;11.07052;13.86677
CM;Cameroon;11942;103480;Greek;Greek;5800;3;N;N;ell;Greek;5;1;Christianity;74;50-100%;0.2;0.1-2%;A003;12;Eurasian Peoples;178;C0082;Greek;8;Africa, West and Central;AFR;Africa;N;41;N;;3.854927;11.576758
CM;Cameroon;11970;103520;Gude;Gude, Cheke;93000;4;N;N;gde;Gude;4;4;Ethnic Religions;10;5-10%;5;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.09343;13.43058
CM;Cameroon;11972;103526;Guduf;Guduf;5900;4;N;N;gdf;Guduf-Gava;3;6;Islam;40;10-50%;2.5;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;N;;11.099542;13.865599
CM;Cameroon;12070;103733;Hausa;Hausa;441000;1;Y;Y;hau;Hausa;5;6;Islam;0.1;0-0.1%;0.08;0-0.1%;A013;22;Sub-Saharan Peoples;186;C0090;Hausa;8;Africa, West and Central;AFR;Africa;N;16;N;9;4.06638;11.38454
CM;Cameroon;12077;103747;Hide, Xedi;Hide, Xedi;50000;5;N;N;xed;Hdi;4;6;Islam;20;10-50%;12;10-50%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.91837;13.76897
CM;Cameroon;12101;103778;Hijuk;Hijuk;1000;3;N;N;hij;Hijuk;2;1;Christianity;62;50-100%;1;0.1-2%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.40676;10.91463
CM;Cameroon;12105;103787;Hina;Hina;21000;2;N;N;hna;Mina;3;6;Islam;15;10-50%;2;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.37147;13.83069
CM;Cameroon;12164;103929;Hya;Hya;1800;3;N;N;hya;Hya;0;1;Christianity;82;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.48782;13.56438
CM;Cameroon;12171;103938;Ibibio;Ibibio;64000;5;N;N;ibb;Ibibio;5;1;Christianity;75;50-100%;20;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;4;N;;5.80541696;8.878425241
CM;Cameroon;12189;103963;Igbo;Igbo;127000;5;N;N;ibo;Igbo;5;1;Christianity;75;50-100%;20;10-50%;A013;22;Sub-Saharan Peoples;190;C0095;Igbo;8;Africa, West and Central;AFR;Africa;N;7;N;;4.016169107;9.210734803
CM;Cameroon;10463;100572;Ipulo, Assumbo;Ipulo, Assumbo;6600;4;N;N;ass;Ipulo;3;1;Christianity;74;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.31069;9.63962
CM;Cameroon;12272;104095;Isu;Isu;24000;5;N;N;isu;Isu;4;1;Christianity;55;50-100%;13;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.63731;9.96577
CM;Cameroon;12302;104132;Iyive;Iyive;1900;5;N;N;uiv;Iyive;2;1;Christianity;75;50-100%;20;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.40808;9.54248
CM;Cameroon;12359;104273;Jimi;Jimi;12000;4;N;N;jim;Jimjimen;3;6;Islam;15;10-50%;8;5-10%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.24537;13.52991
CM;Cameroon;12360;104275;Jina;Jina;2800;2;N;N;jia;Jina;2;6;Islam;20;10-50%;1;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;11.33073;14.94994
CM;Cameroon;12953;105586;Kabba-Laka;Kabba-Laka;9800;4;N;N;lap;Laka;4;1;Christianity;51;50-100%;10;5-10%;A013;22;Sub-Saharan Peoples;278;C0189;Sara-Bagirmi;8;Africa, West and Central;AFR;Africa;N;3;N;;8.189347;15.258278
CM;Cameroon;12436;104439;Kako;Kako;192000;5;N;N;kkj;Kako;4;1;Christianity;55;50-100%;13;10-50%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;3;Y;;4.28972;14.40211
CM;Cameroon;14049;107486;Kambu, Limbum;Kambu, Limbum;217000;5;N;N;lmp;Limbum;4;1;Christianity;75;50-100%;12;10-50%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;2;Y;;6.49663;10.79361
CM;Cameroon;12474;104532;Kamkam;Kamkam;2500;4;N;N;bgu;Mbongno;1;6;Islam;30;10-50%;2.4;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.55787;11.47731
CM;Cameroon;12483;104546;Kamwe;Kamwe;12000;2;N;N;hig;Kamwe;5;4;Ethnic Religions;30;10-50%;0.9;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;N;;10.69620847;13.61458775
CM;Cameroon;12509;104605;Kanuri, Yerwa;Kanuri, Yerwa;188000;1;Y;Y;knc;Kanuri, Yerwa;4;6;Islam;0.019;0-0.1%;0.016;0-0.1%;A013;22;Sub-Saharan Peoples;159;C0063;Kanuri-Saharan;8;Africa, West and Central;AFR;Africa;N;5;N;4;11.1712;14.33818
CM;Cameroon;12517;104619;Kapsiki;Kapsiki, Psikye;134000;4;N;N;kvj;Psikye;5;6;Islam;35;10-50%;5;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.5859;13.6724
CM;Cameroon;12529;104645;Karang;Karang-Pandama, Sakpu;27000;2;N;N;kzr;Karang;4;1;Christianity;40;10-50%;2;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;8.04368;15.02243
CM;Cameroon;12539;104664;Kari;Kari;9100;2;N;N;kbn;Kare (Central African Republic);4;6;Islam;33;10-50%;2;0.1-2%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;7.30286;14.40375
CM;Cameroon;12634;104854;Kera;Kera;15000;4;N;N;ker;Kera;4;6;Islam;45;10-50%;8;5-10%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;9.9964;15.10611
CM;Cameroon;12753;105122;Kolbila;Kolbila, Kolena;5200;4;N;N;klc;Kolbila;3;6;Islam;40;10-50%;4;2-5%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;1;Y;;8.27409;13.27025
CM;Cameroon;12757;105141;Koma;Koma;9400;4;N;N;kmy;Koma;3;1;Christianity;70;50-100%;9;5-10%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;8.69049;12.8094
CM;Cameroon;12778;105185;Konja;Konja, Kwanji;14000;2;N;N;knp;Kwanja;4;1;Christianity;50;10-50%;1.7;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.41005;11.6842
CM;Cameroon;12802;105242;Korop;Korop, Ododop;12000;4;N;N;krp;Durop;3;1;Christianity;74;50-100%;2.5;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;5.13095;8.86555
CM;Cameroon;12809;105254;Kosin;Kosin;4300;4;N;N;kid;Koshin;3;1;Christianity;60;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.57935;10.29595
CM;Cameroon;10166;100086;Kotoko, Afade;Kotoko, Afade;8400;1;Y;N;aal;Afade;2;6;Islam;4;2-5%;0.6;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;1;12.24039;14.69057
CM;Cameroon;12816;105271;Kotoko, Lagwan;Kotoko, Lagwan;8800;4;N;N;kot;Lagwan;1;6;Islam;10;5-10%;5;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;11.69154;14.84992
CM;Cameroon;11987;103554;Kotoko, Malgbe;Kotoko, Malgbe;11000;4;N;N;mxf;Malgbe;1;6;Islam;20;10-50%;3;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;12.44419;14.81455
CM;Cameroon;13575;106388;Kotoko, Maslam;Kotoko, Maslam;400;2;N;N;msv;Maslam;0;4;Ethnic Religions;10;5-10%;1;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;12.22483;14.82024
CM;Cameroon;13844;106841;Kotoko, Mpade;Kotoko, Mpade;27000;1;Y;N;mpi;Mpade;2;6;Islam;3;2-5%;0.9;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;1;12.57452;14.51383
CM;Cameroon;12814;105269;Kotoko, Mser;Kotoko, Mser;700;4;N;N;kqx;Mser;0;6;Islam;10;5-10%;5;2-5%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;12.02826;14.94921
CM;Cameroon;12828;105291;Kpe;Kpe, Baakpe;185000;5;N;N;bri;Mokpwe;4;1;Christianity;74;50-100%;12;10-50%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.21863;9.26759
CM;Cameroon;19338;115390;Kuk;Kuk;6900;4;N;N;kfn;Kuk;1;1;Christianity;72;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.42989;10.18098
CM;Cameroon;12841;105384;Kumaju;Kumaju, Dumbo;5500;4;N;N;dmo;Kemedzung;4;1;Christianity;74;50-100%;2.5;2-5%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.6964;10.49974
CM;Cameroon;12853;105416;Kundu;Kundu, Bakundu;202000;4;N;N;bdu;Oroko;4;1;Christianity;70;50-100%;5;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.84652;9.14252
CM;Cameroon;19339;115391;Kung;Kung;900;3;N;N;kfl;Kung;3;1;Christianity;74;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.5395;10.20677
CM;Cameroon;12864;105434;Kuo;Kuo;12000;5;N;N;xuo;Kuo;4;4;Ethnic Religions;46.8;10-50%;20;10-50%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;7.94788;15.4115
CM;Cameroon;12889;105490;Kuteb;Kuteb;4200;3;N;N;kub;Kutep;4;1;Christianity;72;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;2;Y;;7.00164;10.14578
CM;Cameroon;12901;105510;Kwaja;Kwaja;5700;3;N;N;kdz;Kwaja;2;1;Christianity;73;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.628750284;10.9898368
CM;Cameroon;12950;105581;Laimbue;Laimbue;12000;3;N;N;lmx;Laimbue;2;1;Christianity;74;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.28794;10.14934
CM;Cameroon;19340;115392;Lefa;Lefa;19000;3;N;N;lfa;Lefa;3;1;Christianity;52;50-100%;2;0.1-2%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;5.04554;11.15784
CM;Cameroon;13193;105977;Mada;Mada;56000;2;N;N;mxu;Mada (Cameroon);3;6;Islam;7;5-10%;0.7;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.88089;14.11406
CM;Cameroon;13201;106001;Mafa;Mafa;1072000;2;N;N;maf;Mafa;5;6;Islam;7;5-10%;2;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.85718;13.88396
CM;Cameroon;13230;106073;Majera;Majera;900;2;N;N;xmj;Majera;1;4;Ethnic Religions;20;10-50%;1;0.1-2%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;11.16241;14.99821
CM;Cameroon;13986;107408;Makaa, North;Makaa, North;27000;4;N;N;mkk;Byep;2;1;Christianity;59;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.5253;13.59219
CM;Cameroon;15017;109448;Makaa, South;Makaa, South;230000;4;N;N;mcp;Makaa;4;1;Christianity;61;50-100%;6;5-10%;A013;22;Sub-Saharan Peoples;334;C0258;Bantu, Central-Congo;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.04989;13.06024
CM;Cameroon;13467;106196;Mambila, Cameroon;Mambila, Cameroon;73000;5;N;N;mcu;Mambila, Cameroon;4;4;Ethnic Religions;30;10-50%;12;10-50%;A013;22;Sub-Saharan Peoples;140;C0044;Benue;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.43829;11.41953
CM;Cameroon;13486;106227;Mandankwe;Mandankwe, Nkwen;46000;4;N;N;mfd;Mendankwe-Nkwen;2;1;Christianity;74;50-100%;3;2-5%;A013;22;Sub-Saharan Peoples;333;C0257;Bantu, Cameroon-Bamileke;8;Africa, West and Central;AFR;Africa;N;1;Y;;6.00728;10.23074
CM;Cameroon;13487;106228;Mandara;Mandara, Wandala;78000;1;Y;Y;mfi;Wandala;4;6;Islam;0;0-0.1%;0;0-0.1%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;2;11.11089;14.0809
CM;Cameroon;13500;106249;Mangbai;Mangbai;16000;5;N;N;mcs;Mambai;3;1;Christianity;55;50-100%;20;10-50%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;Y;;9.51221;13.92979
CM;Cameroon;13505;106257;Mangisa;Mangisa;72000;4;N;N;mct;Mengisa;2;1;Christianity;74;50-100%;4;2-5%;A013;22;Sub-Saharan Peoples;347;C0271;Bantu, Northwest;8;Africa, West and Central;AFR;Africa;N;1;Y;;4.57483;11.40563
CM;Cameroon;13514;106272;Manja;Manja;16000;5;N;N;mzv;Mandja;3;1;Christianity;69;50-100%;32;10-50%;A013;22;Sub-Saharan Peoples;102;C0003;Adamawa-Ubangi;8;Africa, West and Central;AFR;Africa;N;2;N;;7.348624;15.030433
CM;Cameroon;13560;106369;Masa;Masa;342000;5;N;N;mcn;Masana;5;6;Islam;45;10-50%;15;10-50%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;2;Y;;10.19547;15.25487
CM;Cameroon;13581;106395;Matal;Matal, Muktile;60000;4;N;N;mfh;Matal;4;1;Christianity;45;10-50%;8;5-10%;A013;22;Sub-Saharan Peoples;158;C0062;Chadic  ;8;Africa, West and Central;AFR;Africa;N;1;Y;;10.92833;14.04734
